CNT,Image Path,Launch String,MD5,Signer
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{3dad6c5d-2167-4cae-9914-f99e41c12cfa},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\appresolver.dll,HKCR\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282},DAADBC77E8F0B0871AF343A6A1A3CC47,(Verified) Microsoft Windows
4,c:\windows\system32\zipfldr.dll,HKCR\CLSID\{BD472F60-27FA-11cf-B8B4-444553540000},FE1A052D88AFAF829681F46082FDAE2E,(Verified) Microsoft Windows
4,c:\windows\system32\ehstorshell.dll,HKCR\CLSID\{D9144DCD-E998-4ECA-AB6A-DCD83CCBA16D},2ADFC9707416C373244F7900B927CAFF,(Verified) Microsoft Windows
4,c:\windows\system32\cscui.dll,HKCR\CLSID\{4E77131D-3629-431c-9818-C5679DC83E81},F0DA491C758DC53340E56E1BF5C95CE9,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{1643E180-90F5-11CE-97D5-00AA0055595A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{1B544C20-FD0B-11CE-8C63-00AA0044B51E},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{1DA08500-9EDC-11CF-BC10-00AA00AC74F6},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{D969A300-E7FF-11d0-A93B-00A0C90F2719},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\ntshrui.dll,HKCR\CLSID\{40dd6e20-7c17-11ce-a804-00aa003ca9f6},005B5F4FF4AAB4FC3CDE47762F1616EB,(Verified) Microsoft Windows
4,c:\windows\system32\cryptext.dll,HKCR\CLSID\{7444C719-39BF-11D1-8CD9-00C04FC29D45},2721C9E394111E3CB5BBB4484CAD0EC7,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{883373C3-BF89-11D1-BE35-080036B11A03},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{f3d06e7c-1e45-4a26-847e-f9fcdee59be0},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{7BA4C740-9E81-11CF-99D3-00AA004AE837},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\mydocs.dll,HKCR\CLSID\{4a7ded0a-ad25-11d0-98a8-0800361b1103},CD43C086B3C66D0E036B5384ED2AE99C,(Verified) Microsoft Windows
4,c:\windows\system32\dfsshlex.dll,HKCR\CLSID\{ECCDF543-45CC-11CE-B9BF-0080C87CDBA6},7B7C31E499BA97693A58215744EB9877,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{ef43ecfe-2ab9-4632-bf21-58909dd177f0},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{217FC9C0-3AEA-1069-A2DB-08002B30309D},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\msmpeg2vdec.dll,HKCR\CLSID\{212690FB-83E5-4526-8FD7-74478B7939CD},980A48FF325E56D78DC6C95AC121BC20,(Verified) Microsoft Windows
4,c:\windows\system32\mpg2splt.ax,HKCR\CLSID\{280A3020-86CF-11D1-ABE6-00A0C905F375},C9C6E24B9DD9DD9157254A2BDC696FC9,(Verified) Microsoft Windows
4,c:\windows\system32\wpdshext.dll,HKCR\CLSID\{D6791A63-E7E2-4fee-BF52-5DED8E86E9B8},F29D93E5790F1C970EE4E130C87A68A1,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{70E102B0-5556-11CE-97C0-00AA0055595A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\qdvd.dll,HKCR\CLSID\{9B8C4620-2C1A-11D0-8493-00A02438AD48},FA950A9FCD9405A64C5B4D4BD1603344,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{A888DF60-1E90-11CF-AC98-00AA004C0FA9},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\mpg2splt.ax,HKCR\CLSID\{AFB6C280-2C41-11D3-8A60-0000F81E0E4A},C9C6E24B9DD9DD9157254A2BDC696FC9,(Verified) Microsoft Windows
4,c:\windows\system32\qedit.dll,HKCR\CLSID\{C1F400A0-3F08-11D3-9F0B-006008039E37},A9F0A45A0A574BAFB2497D60E22B9546,(Verified) Microsoft Windows
4,c:\windows\system32\qedit.dll,HKCR\CLSID\{C1F400A4-3F08-11D3-9F0B-006008039E37},A9F0A45A0A574BAFB2497D60E22B9546,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{CF49D4E0-1115-11CE-B03A-0020AF0BA770},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{D3588AB0-0781-11CE-B03A-0020AF0BA770},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{6F26A6CD-967B-47FD-874A-7AED2C9D25A2},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{6BC1CFFA-8FC1-4261-AC22-CFB4CC38DB50},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{336475D0-942A-11CE-A870-00AA002FEAB5},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{33FACFE0-A9BE-11D0-A520-00A0D10129C0},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\vbicodec.ax,HKCR\CLSID\{370A1D5D-DDEB-418C-81CD-189E0D4FA443},D49F6DF8B69063AA979268154C8B0428,(Verified) Microsoft Windows
4,c:\windows\system32\mpg2splt.ax,HKCR\CLSID\{3AE86B20-7BE8-11D1-ABE6-00A0C905F375},C9C6E24B9DD9DD9157254A2BDC696FC9,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{48025243-2D39-11CE-875D-00608CB78066},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{4A2286E0-7BEF-11CE-9BD9-0000E202599C},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{51B4ABF3-748F-4E3B-A276-C828330E926A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{6A08CF80-0E18-11CF-A24D-0020AFD79767},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{301056D0-6DFF-11D2-9EEB-006008039E37},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\vssui.dll,HKCR\CLSID\{4648F940-EFE3-4BAB-9211-3BE45CD5029D},36BEFFC7368B7A099DAC66258750AB48,(Verified) Microsoft Windows
4,c:\windows\system32\winsatapi.dll,HKCR\CLSID\{A9A33436-678B-4C9C-A211-7CC38785E79D},297B5EBF1C0AF0D19288F005354FFDA2,(Verified) Microsoft Windows
4,c:\windows\system32\playsndsrv.dll,HKCR\CLSID\{2DEA658F-54C1-4227-AF9B-260AB5FC3543},4CBC8D95DA14F280645B94C1F192FD2E,(Verified) Microsoft Windows
4,c:\windows\system32\sdndiagnosticstask.exe,"%windir%\System32\SDNDiagnosticsTask.exe" ,CE6E9D52DC499C0694D2D90EE55E6C66,(Verified) Microsoft Windows
4,c:\windows\system32\svchost.exe,C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p,8A0A29438052FAED8A2532DA50455756,(Verified) Microsoft Windows Publisher
4,c:\windows\system32\pla.dll,"%systemroot%\system32\rundll32.exe" %systemroot%\system32\pla.dll,PlaHost "Server Manager Performance Monitor" "$(Arg0)",8ADDEE39782CBEB49B4C3A8E9AA2DF56,(Verified) Microsoft Windows
4,c:\windows\system32\pnppolicy.dll,HKCR\CLSID\{60400283-B242-4FA8-8C25-CAF695B88209},E8B6FBE2960E401AA377B0AD34980A47,(Verified) Microsoft Windows
4,c:\windows\system32\drvinst.exe,"%SystemRoot%\System32\drvinst.exe" 6,FBD5343E55E9F376D35113D305039CBC,(Verified) Microsoft Windows
4,c:\windows\system32\windows.sharedpc.accountmanager.dll,"%windir%\System32\rundll32.exe" %windir%\System32\Windows.SharedPC.AccountManager.dll,StartMaintenance,82BE61D6660F4259606371E73027AAEA,(Verified) Microsoft Windows
4,c:\windows\system32\windowsactiondialog.exe,"%windir%\System32\WindowsActionDialog.exe" ,5767BAF6F0209D1AE4A8CD2489B48876,(Verified) Microsoft Windows
4,c:\windows\system32\installservicetasks.dll,HKCR\CLSID\{D5A04D91-6FE6-4FE4-A98A-FEB4500C5AF7},5DCFADAA445FC91E3A7C691535915835,(Verified) Microsoft Windows
4,c:\windows\system32\disksnapshot.exe,"%windir%\system32\disksnapshot.exe" -z,1F3FDB34E276FDC78AF419D9896600D8,(Verified) Microsoft Windows
4,c:\windows\system32\storageusage.dll,HKCR\CLSID\{AB2A519B-03B0-43CE-940A-A73DF850B49A},E7A49A409308CA2FFC013AAFF23B836A,(Verified) Microsoft Windows
4,c:\windows\system32\srmclient.dll,HKCR\CLSID\{2AE64751-B728-4D6B-97A0-B2DA2E7D2A3B},86E3639620DCBE0D48B85A287B4D152E,(Verified) Microsoft Windows
4,c:\windows\system32\wosc.dll,HKCR\CLSID\{E07647F7-AED2-48D9-9720-939BC24A8A3C},0D2B1D0D8FFA24C8684965B21AB29507,(Verified) Microsoft Windows
4,c:\windows\system32\installservicetasks.dll,HKCR\CLSID\{A558C6A5-B42B-4C98-B610-BF9559143139},5DCFADAA445FC91E3A7C691535915835,(Verified) Microsoft Windows
4,c:\windows\system32\installservicetasks.dll,HKCR\CLSID\{DDAFAEA2-8842-4E96-BADE-D44A8D676FDB},5DCFADAA445FC91E3A7C691535915835,(Verified) Microsoft Windows
4,c:\windows\system32\installservicetasks.dll,HKCR\CLSID\{F3A219C3-2698-4CBF-9C07-037EDB8E72E6},5DCFADAA445FC91E3A7C691535915835,(Verified) Microsoft Windows
4,c:\windows\system32\installservicetasks.dll,HKCR\CLSID\{0DC331EE-8438-49D5-A721-E10B937CE459},5DCFADAA445FC91E3A7C691535915835,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{990A9F8F-301F-45F7-8D0E-68C5952DBA43},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\srchadmin.dll,HKCR\CLSID\{3FBA60A6-7BF5-4868-A2CA-6623B3DFFEA6},39C467F5BDC0F05AF6F82431551D8592,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\mscms.dll,HKCR\CLSID\{B210D694-C8DF-490D-9576-9E20CDBC20BD},F31B6E4762E1134514FE4B84D0B644D9,(Verified) Microsoft Windows
4,c:\windows\system32\wininet.dll,HKCR\CLSID\{0358B920-0AC7-461F-98F4-58E32CD89148},F69ACBFF1B9683F6C1E0AE9C3C0A1D18,(Verified) Microsoft Windows
4,c:\windows\system32\dsregcmd.exe,"%SystemRoot%\System32\dsregcmd.exe" $(Arg0) $(Arg1) $(Arg2),6AB24422E67E922680AE9946046923F6,(Verified) Microsoft Windows
4,c:\windows\system32\dsregcmd.exe,"%SystemRoot%\System32\dsregcmd.exe" /checkrecovery,6AB24422E67E922680AE9946046923F6,(Verified) Microsoft Windows
4,c:\windows\system32\ntshrui.dll,HKCR\CLSID\{e2bf9676-5f8f-435c-97eb-11607a5bedf7},005B5F4FF4AAB4FC3CDE47762F1616EB,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{90AA3A4E-1CBA-4233-B8BB-535773D48449},01CE3FDC3AAF5E7E6B43378899AB3953,(Verified) Microsoft Windows
4,c:\windows\system32\ehstorshell.dll,HKCR\CLSID\{2854F705-3548-414C-A113-93E27C808C85},2ADFC9707416C373244F7900B927CAFF,(Verified) Microsoft Windows
4,c:\windows\system32\bfe.dll,"%windir%\system32\rundll32.exe" bfe.dll,BfeOnServiceStartTypeChange,3C5E2B48021E9D45CCB35B8987F3A399,(Verified) Microsoft Windows
4,c:\windows\system32\wermgr.exe,"%windir%\system32\wermgr.exe" -upload,BD008510936DD85058E195984CFDCC17,(Verified) Microsoft Windows
4,c:\windows\system32\spaceagent.exe,"%windir%\system32\SpaceAgent.exe" ,45EECC10FFA7A45B235709A3B7C61211,(Verified) Microsoft Windows
4,c:\windows\system32\spaceman.exe,"%windir%\system32\spaceman.exe" /Work,79784367D730C8B10012CEF9CC704C61,(Verified) Microsoft Windows
4,c:\windows\system32\speech_onecore\common\speechruntime.exe,"%windir%\system32\speech_onecore\common\SpeechRuntime.exe" StartedFromTask,3B26C408962AAB9C07499F4AC4528755,(Verified) Microsoft Windows
4,c:\windows\system32\speech_onecore\common\speechmodeldownload.exe,"%windir%\system32\speech_onecore\common\SpeechModelDownload.exe" ,C2EE19F5957E5B7C4A9C3AB45150A93E,(Verified) Microsoft Windows
4,c:\windows\system32\tieringengineservice.exe,HKCR\CLSID\{5C9AB547-345D-4175-9AF6-65133463A100},33E60A1BD76A877683FCD7DC93A10635,(Verified) Microsoft Windows
4,c:\windows\system32\defrag.exe,"%windir%\system32\defrag.exe" -c -h -g -# -m 8 -i 13500,FA37796FF14096BE3D8CA226601E823F,(Verified) Microsoft Windows
4,c:\windows\system32\msctfmonitor.dll,HKCR\CLSID\{01575CFE-9A55-4003-A5E1-F38D1EBDCBE1},F9B3EEC0677A727CD6D30F1915269BBB,(Verified) Microsoft Windows
4,c:\windows\system32\musnotification.exe,"%systemroot%\system32\MusNotification.exe" ,0AD3B7167A3B3D7E0CE3191AC6435646,(Verified) Microsoft Windows
4,c:\windows\system32\svchost.exe,C:\Windows\system32\svchost.exe -k LocalService -p,8A0A29438052FAED8A2532DA50455756,(Verified) Microsoft Windows Publisher
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A2-7548-11CF-A520-0080C77EF58A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\drivers\tcpip.sys,System32\drivers\tcpip.sys,F0FCE1FE402A401CE471258B186D805E,(Verified) Microsoft Windows
4,c:\windows\system32\drivers\wanarp.sys,System32\DRIVERS\wanarp.sys,05482CEEC328604943A7DA52E5D86949,(Verified) Microsoft Windows
4,c:\windows\system32\appmanagementconfiguration.dll,AppManagementConfiguration.dll,A947ABEE6988B426E4C913CBA5E65B67,(Verified) Microsoft Windows
4,c:\windows\system32\auditcse.dll,auditcse.dll,935925D022012767ECDC400039BF8054,(Verified) Microsoft Windows
4,c:\windows\system32\pwlauncher.dll,pwlauncher.dll,6888A2F97EF762549C3D96CBAEC180FE,(Verified) Microsoft Windows
4,c:\windows\system32\dggpext.dll,dggpext.dll,B89B5978175409BD74D3DA17F7F34B63,(Verified) Microsoft Windows
4,c:\windows\system32\napinsp.dll,%SystemRoot%\system32\napinsp.dll,EC7300414B8D090CD7AED9633CEE4D61,(Verified) Microsoft Windows
4,c:\windows\system32\mswsock.dll,%SystemRoot%\System32\mswsock.dll,E9E58466B3E04AE7889F028D25E3D304,(Verified) Microsoft Windows
4,c:\windows\system32\pnrpsvc.dll,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,0B39020A165974290B8C7BEA3D6F9451,(Verified) Microsoft Windows
4,c:\windows\system32\netprofmsvc.dll,%SystemRoot%\System32\svchost.exe -k netprofm -p,4D097565FA19E84D18009FBFA2EE0524,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E436EBB5-524F-11CE-9F53-0020AF0BA770},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E436EBB6-524F-11CE-9F53-0020AF0BA770},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{FEB50740-7BEF-11CE-9BD9-0000E202599C},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\system32\windowscodecsraw.dll,HKCR\CLSID\{5FDD51E2-A9D0-44CE-8C8D-162BA0C591A0},4CCB920829D732DAD25C855153DD8B75,(Verified) Microsoft Windows
4,c:\windows\syswow64\windowscodecsraw.dll,HKCR\CLSID\{5FDD51E2-A9D0-44CE-8C8D-162BA0C591A0},DB7BEA883283BB748085AC2AC623E5B6,(Verified) Microsoft Windows
4,c:\windows\system32\svchost.exe,C:\Windows\system32\svchost.exe -k LocalService -p,E1660E3E97A5550C08DA13F6EAD6B37E,(Verified) Microsoft Windows Publisher
4,c:\windows\system32\certprop.dll,%SystemRoot%\system32\svchost.exe -k netsvcs,834A25B64C87C70AD6151D189BF4CDB7,(Verified) Microsoft Windows
4,c:\windows\system32\umpnpmgr.dll,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,474F693CDCED1DA799ECD3C71CEE9B2A,(Verified) Microsoft Windows
4,c:\windows\system32\winrnr.dll,%SystemRoot%\System32\winrnr.dll,F1C2FD6A23D10852BC07C1FCC9F2B8D7,(Verified) Microsoft Windows
4,c:\windows\system32\wshbth.dll,%SystemRoot%\system32\wshbth.dll,3AE32FF0AADCA8C5DECC066D2567CC1C,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\system32\woftasks.dll,HKCR\CLSID\{B7BFFB5A-EFA8-4D8C-BBDE-C8D5FAAF54A1},11C205DAB0D09E2CA7A8B87C65CA78EB,(Verified) Microsoft Windows
4,c:\program files (x86)\microsoft\edge\application\95.0.1020.40\bho\ie_to_edge_bho.dll,HKCR\CLSID\{1FD49718-1D00-4B19-AF5F-070AF6D5D54C},91FBA2450968C607C731416E8F4C08B0,(Verified) Microsoft Corporation
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{A470F8CF-A1E8-4f65-8335-227475AA5C46},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
4,c:\windows\system32\srmshell.dll,HKCR\CLSID\{748F920F-FB24-4D09-B360-BAF6F199AD6D},2F0025DD3FE23E26FC80F7BCEBC8EEAD,(Verified) Microsoft Windows
4,c:\windows\system32\rshx32.dll,HKCR\CLSID\{1f2e5c40-9550-11ce-99d2-00aa006e086c},E26C1040C38B72C5E6EB889815A91777,(Verified) Microsoft Windows
4,c:\windows\system32\iyuv_32.dll,iyuv_32.dll,A39E4B8B2B37C13171DE1DE4673049BA,(Verified) Microsoft Windows
4,c:\windows\syswow64\iyuv_32.dll,iyuv_32.dll,DFC9BDA99431561042E492352683734D,(Verified) Microsoft Windows
4,c:\windows\syswow64\onedrivesetup.exe,C:\Windows\SysWOW64\OneDriveSetup.exe /thfirstsetup,FFB30948DAA909C3A2B1AD7CE8174726,(Verified) Microsoft Corporation
4,c:\windows\system32\usoclient.exe,"%systemroot%\system32\usoclient.exe" StartScan,23911847ACA3CBA2D28204EFC88067DC,(Verified) Microsoft Windows
4,c:\windows\system32\cscui.dll,HKCR\CLSID\{FA3F3DD9-4C1A-456B-A8FA-C76EF3ED83B8},D6548C098DAFA10F902F870AB5FFDF4F,(Verified) Microsoft Windows
4,c:\windows\system32\urlmon.dll,HKCR\CLSID\{79eac9e7-baf9-11ce-8c82-00aa004ba90b},DA237B858F30E6CA00BDB715E8EDAF6A,(Verified) Microsoft Windows
4,c:\windows\system32\itss.dll,HKCR\CLSID\{9D148291-B9C8-11D0-A4CC-0000F80149F6},2E7F7ADA6B204AE5B8B455651A2178A7,(Verified) Microsoft Windows
4,c:\windows\system32\mshtml.dll,HKCR\CLSID\{3050F3B2-98B5-11CF-BB82-00AA00BDCE0B},191B0545CD70957C49176E194B07D4B3,(Verified) Microsoft Windows
4,c:\windows\system32\tbauth.dll,HKCR\CLSID\{14654CA6-5711-491D-B89A-58E571679951},2B332308D3AEF89D3A346C17A7A750CA,(Verified) Microsoft Windows
4,c:\windows\system32\shell32.dll,HKCR\CLSID\{fbeb8a05-beee-4442-804e-409d6c4515e9},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
4,c:\windows\system32\apphostregistrationverifier.exe,"%windir%\system32\AppHostRegistrationVerifier.exe" ,1626AE56A6858E01B5CB337D6A66B18A,(Verified) Microsoft Windows
4,c:\windows\system32\languagecomponentsinstaller.dll,HKCR\CLSID\{6F58F65F-EC0E-4ACA-99FE-FC5A1A25E4BE},F96D88862490D714579AAF22EB9E42AE,(Verified) Microsoft Windows
4,c:\windows\system32\memorydiagnostic.dll,HKCR\CLSID\{8168E74A-B39F-46D8-ADCD-7BED477B80A3},F7B6E2CD830F7106CC0B42C84BF47BDB,(Verified) Microsoft Windows
4,c:\windows\system32\nlansp_c.dll,%SystemRoot%\system32\nlansp_c.dll,2781466FAEB8B454C299C9B504D053AF,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A5-7548-11CF-A520-0080C77EF58A},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\mpg2splt.ax,HKCR\CLSID\{280A3020-86CF-11D1-ABE6-00A0C905F375},CA936ADC8573D9FD6AAA4533F126C8A3,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{301056D0-6DFF-11D2-9EEB-006008039E37},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{336475D0-942A-11CE-A870-00AA002FEAB5},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{33FACFE0-A9BE-11D0-A520-00A0D10129C0},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\vbicodec.ax,HKCR\CLSID\{370A1D5D-DDEB-418C-81CD-189E0D4FA443},14BE164BFF1A5611C5F2CC936027D557,(Verified) Microsoft Windows
4,c:\windows\syswow64\mpg2splt.ax,HKCR\CLSID\{3AE86B20-7BE8-11D1-ABE6-00A0C905F375},CA936ADC8573D9FD6AAA4533F126C8A3,(Verified) Microsoft Windows
4,c:\windows\syswow64\msmpeg2enc.dll,HKCR\CLSID\{42150CD9-CA9A-4EA5-9939-30EE037F6E74},D3EEF308F2744591867860D12F8038EF,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{48025243-2D39-11CE-875D-00608CB78066},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\msmpeg2vdec.dll,HKCR\CLSID\{212690FB-83E5-4526-8FD7-74478B7939CD},01A6FD19D4DFE7E56C3E04F021BCFF05,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1DA08500-9EDC-11CF-BC10-00AA00AC74F6},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A3-7548-11CF-A520-0080C77EF58A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A5-7548-11CF-A520-0080C77EF58A},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{E436EBB5-524F-11CE-9F53-0020AF0BA770},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{E436EBB6-524F-11CE-9F53-0020AF0BA770},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\system32\quartz.dll,HKCR\CLSID\{FEB50740-7BEF-11CE-9BD9-0000E202599C},E0BFF672558500DCA87CF6CAF521ABAA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1643E180-90F5-11CE-97D5-00AA0055595A},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1B544C20-FD0B-11CE-8C63-00AA0044B51E},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{4A2286E0-7BEF-11CE-9BD9-0000E202599C},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{51B4ABF3-748F-4E3B-A276-C828330E926A},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\system32\devicesetupmanagerapi.dll,HKCR\CLSID\{23C1F3CF-C110-4512-ACA9-7B6174ECE888},CEF5A3E78BAA354DC4A0A9949E65F0DC,(Verified) Microsoft Windows
4,c:\windows\syswow64\qedit.dll,HKCR\CLSID\{C1F400A0-3F08-11D3-9F0B-006008039E37},E556A0AB64C9B67851959E6C0DB1EE8D,(Verified) Microsoft Windows
4,c:\windows\syswow64\qedit.dll,HKCR\CLSID\{C1F400A4-3F08-11D3-9F0B-006008039E37},E556A0AB64C9B67851959E6C0DB1EE8D,(Verified) Microsoft Windows
4,c:\windows\syswow64\qdvd.dll,HKCR\CLSID\{CD8743A1-3736-11D0-9E69-00C04FD7C15B},BFD6D6A473625003C06694FE98DC712E,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{CF49D4E0-1115-11CE-B03A-0020AF0BA770},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D3588AB0-0781-11CE-B03A-0020AF0BA770},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
4,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A},FE7795FE3004F0E410CF4B43B95709CA,(Verified) Microsoft Windows
